"region","category","sub_category","product_id","product_name","sales","discount","profit","original_price","zero_profit_sales","max_discount"
"Central","Office Supplies","Appliances","OFF-AP-10002518","Kensington 7 Outlet MasterPiece Power Center",177.98,0.80,-453.85,889.9000000000000000,631.83,0.28999887627823350938
"Central","Technology","Phones","TEC-PH-10003931","JBL Micro Wireless Portable Bluetooth Speaker",143.98,0.20,9.00,179.9750000000000000,134.98,0.25000694540908459508
"West","Office Supplies","Paper","OFF-PA-10000659","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,0.00,9.84,20.9400000000000000,11.10,0.46991404011461318052
"West","Office Supplies","Paper","OFF-PA-10001144","Xerox 1913",110.96,0.00,53.26,110.9600000000000000,57.70,0.47999279019466474405
"West","Furniture","Chairs","FUR-CH-10003817","Global Value Steno Chair, Gray",340.14,0.20,21.26,425.1750000000000000,318.88,0.25000293996589639560
"Central","Office Supplies","Appliances","OFF-AP-10000891","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",52.45,0.80,-131.12,262.2500000000000000,183.57,0.30001906577693040991
"Central","Office Supplies","Labels","OFF-LA-10003148","Avery 51",20.16,0.20,6.55,25.2000000000000000,13.61,0.45992063492063492063
"Central","Office Supplies","Appliances","OFF-AP-10002684","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,0.80,-243.16,486.3000000000000000,340.42,0.29997943656179313181
"East","Furniture","Chairs","FUR-CH-10004698","Padded Folding Chairs, Black, 4/Carton",396.80,0.30,-11.34,566.8571428571428571,408.14,0.27999495967741935478
"East","Office Supplies","Supplies","OFF-SU-10002189","Acme Rosewood Handle Letter Opener",15.88,0.20,-3.77,19.8500000000000000,19.65,0.01007556675062972292
"East","Office Supplies","Art","OFF-AR-10001940","Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,0.00,1.41,3.2800000000000000,1.87,0.42987804878048780488
"Central","Office Supplies","Storage","OFF-ST-10003455","Tenex File Box, Personal Filing Tote with Lid, Black",24.82,0.20,1.86,31.0250000000000000,22.96,0.25995165189363416600
"Central","Technology","Accessories","TEC-AC-10004659","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.74,0.20,76.64,510.9250000000000000,332.10,0.35000244654303469198
"South","Technology","Phones","TEC-PH-10003273","AT&T TR1909W",503.96,0.00,131.03,503.9600000000000000,372.93,0.26000079371378680848
"South","Technology","Phones","TEC-PH-10004896","Nokia Lumia 521 (T-Mobile)",149.95,0.00,41.99,149.9500000000000000,107.96,0.28002667555851950650
"South","Technology","Accessories","TEC-AC-10002345","HP Standard 104 key PS/2 Keyboard",29.00,0.00,7.25,29.0000000000000000,21.75,0.25000000000000000000
"East","Office Supplies","Binders","OFF-BI-10001890","Avery Poly Binder Pockets",7.16,0.00,3.44,7.1600000000000000,3.72,0.48044692737430167598
"West","Technology","Accessories","TEC-AC-10002323","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.80,0.00,22.98,176.8000000000000000,153.82,0.12997737556561085973
"Central","Office Supplies","Storage","OFF-ST-10001328","Personal Filing Tote with Lid, Black/Gray",37.22,0.20,3.72,46.5250000000000000,33.50,0.27995701235894680279
"Central","Office Supplies","Paper","OFF-PA-10001950","Southworth 25% Cotton Antique Laid Paper & Envelopes",20.02,0.20,6.26,25.0250000000000000,13.76,0.45014985014985014985
"East","Furniture","Bookcases","FUR-BO-10002613","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.14,0.20,112.39,1123.9250000000000000,786.75,0.29999777565228996597
"East","Technology","Phones","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",71.76,0.00,20.09,71.7600000000000000,51.67,0.27996098104793756968
"East","Office Supplies","Paper","OFF-PA-10000061","Xerox 205",51.84,0.00,24.88,51.8400000000000000,26.96,0.47993827160493827160
"East","Furniture","Bookcases","FUR-BO-10002545","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.35,0.20,46.98,782.9375000000000000,579.37,0.26000478965434661132
"East","Office Supplies","Art","OFF-AR-10003514","4009 Highlighters by Sanford",19.90,0.00,6.57,19.9000000000000000,13.33,0.33015075376884422111
"West","Office Supplies","Envelopes","OFF-EN-10001509","Poly String Tie Envelopes",14.28,0.00,6.71,14.2800000000000000,7.57,0.46988795518207282913
"East","Office Supplies","Art","OFF-AR-10004685","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,0.20,1.20,9.2625000000000000,6.21,0.32955465587044534413
"East","Office Supplies","Art","OFF-AR-10004027","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.05,0.20,1.59,7.5625000000000000,4.46,0.41024793388429752066
"East","Office Supplies","Storage","OFF-ST-10001414","Decoflex Hanging Personal Folder File",46.26,0.00,12.03,46.2600000000000000,34.23,0.26005188067444876783
"East","Office Supplies","Binders","OFF-BI-10000343","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.95,0.70,-2.26,9.8333333333333333,5.21,0.47016949152542372702
"East","Office Supplies","Paper","OFF-PA-10002749","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06,0.20,5.82,20.0750000000000000,10.24,0.48991282689912826899
"East","Office Supplies","Paper","OFF-PA-10002666","Southworth 25% Cotton Linen-Finish Paper & Envelopes",21.74,0.20,6.80,27.1750000000000000,14.94,0.45022999080036798528
"West","Furniture","Tables","FUR-TA-10004289","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",218.75,0.50,-161.88,437.5000000000000000,380.63,0.12998857142857142857
"West","Office Supplies","Appliances","OFF-AP-10003622","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.60,0.20,0.29,3.2500000000000000,2.31,0.28923076923076923077
"Central","Office Supplies","Appliances","OFF-AP-10003217","Eureka Sanitaire  Commercial Upright",66.28,0.80,-178.97,331.4000000000000000,245.25,0.25995775497887748944
"South","Furniture","Furnishings","FUR-FU-10002960","Eldon 200 Class Desk Accessories, Burgundy",35.17,0.20,9.67,43.9625000000000000,25.50,0.41996019334660221780
"West","Technology","Phones","TEC-PH-10001918","Nortel Business Series Terminal T7208 Digital phone",444.77,0.20,44.48,555.9625000000000000,400.29,0.28000539604739528296
"Central","Office Supplies","Storage","OFF-ST-10000642","Tennsco Lockers, Gray",83.92,0.00,5.87,83.9200000000000000,78.05,0.06994756911344137274
"Central","Technology","Phones","TEC-PH-10001700","Panasonic KX-TG6844B Expandable Digital Cordless Telephone",131.98,0.00,35.63,131.9800000000000000,96.35,0.26996514623427792090
"Central","Office Supplies","Binders","OFF-BI-10003274","Avery Durable Slant Ring Binders, No Labels",15.92,0.00,7.48,15.9200000000000000,8.44,0.46984924623115577889
"Central","Office Supplies","Fasteners","OFF-FA-10000134","Advantus Push Pins, Aluminum Head",52.29,0.00,16.21,52.2900000000000000,36.08,0.31000191241155096577
"Central","Office Supplies","Storage","OFF-ST-10001522","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,0.00,3.68,91.9900000000000000,88.31,0.04000434829872812262
"Central","Technology","Accessories","TEC-AC-10001266","Memorex Micro Travel Drive 8 GB",20.80,0.20,6.50,26.0000000000000000,14.30,0.45000000000000000000
"East","Office Supplies","Labels","OFF-LA-10004544","Avery 505",23.68,0.20,8.88,29.6000000000000000,14.80,0.50000000000000000000
"East","Furniture","Bookcases","FUR-BO-10004695","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",452.45,0.50,-244.32,904.9000000000000000,696.77,0.23000331528345673555
"East","Technology","Phones","TEC-PH-10002844","Speck Products Candyshell Flip Case",62.98,0.40,-14.70,104.9666666666666667,77.68,0.25995554144172753279
"East","Technology","Machines","TEC-MA-10000864","Cisco 9971 IP Video Phone Charcoal",1188.00,0.70,-950.40,3960.0000000000000000,2138.40,0.46000000000000000000
"East","Technology","Accessories","TEC-AC-10000109","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",89.58,0.20,4.48,111.9750000000000000,85.10,0.24000893056485822728
"West","Office Supplies","Storage","OFF-ST-10001328","Personal Filing Tote with Lid, Black/Gray",93.06,0.00,26.06,93.0600000000000000,67.00,0.28003438641736514077
"West","Technology","Phones","TEC-PH-10002563","Adtran 1202752G1",302.38,0.20,22.68,377.9750000000000000,279.70,0.26000396851643627224
"East","Office Supplies","Fasteners","OFF-FA-10000585","OIC Bulk Pack Metal Binder Clips",5.58,0.20,1.81,6.9750000000000000,3.77,0.45949820788530465950
"East","Office Supplies","Paper","OFF-PA-10004000","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.70,0.20,8.23,28.3750000000000000,14.47,0.49004405286343612335
"East","Office Supplies","Binders","OFF-BI-10002852","Ibico Standard Transparent Covers",19.78,0.70,-13.84,65.9333333333333333,33.62,0.49009100101112234555
"East","Furniture","Furnishings","FUR-FU-10000087","Executive Impressions 14"" Two-Color Numerals Wall Clock",72.70,0.20,19.08,90.8750000000000000,53.62,0.40995873452544704264
"East","Technology","Machines","TEC-MA-10001148","Swingline SM12-08 MicroCut Jam Free Shredder",479.99,0.70,-383.99,1599.9666666666666667,863.98,0.46000125002604220922
"East","Office Supplies","Art","OFF-AR-10001958","Stanley Bostitch Contemporary Electric Pencil Sharpeners",27.17,0.20,2.72,33.9625000000000000,24.45,0.28008833271991166728
"Central","Office Supplies","Art","OFF-AR-10001026","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.20,0.00,0.97,2.2000000000000000,1.23,0.44090909090909090909
"Central","Furniture","Tables","FUR-TA-10003748","Bevis 36 x 72 Conference Tables",622.45,0.00,136.94,622.4500000000000000,485.51,0.22000160655474335288
"Central","Office Supplies","Storage","OFF-ST-10002485","Rogers Deluxe File Chest",21.98,0.00,0.22,21.9800000000000000,21.76,0.01000909918107370337
"South","Furniture","Chairs","FUR-CH-10004860","Global Low Back Tilter Chair",161.57,0.20,-28.27,201.9625000000000000,189.84,0.06002351921767654886
"South","Furniture","Chairs","FUR-CH-10004477","Global Push Button Manager's Chair, Indigo",389.70,0.20,43.84,487.1250000000000000,345.86,0.28999743392353092122
"South","Office Supplies","Binders","OFF-BI-10001679","GBC Instant Index System for Binding Systems",18.65,0.70,-12.43,62.1666666666666667,31.08,0.50005361930294906193
"South","Furniture","Tables","FUR-TA-10001705","Bush Advantage Collection Round Conference Table",233.86,0.45,-102.05,425.2000000000000000,335.91,0.20999529633113828786
"South","Furniture","Tables","FUR-TA-10003473","Bretford Rectangular Conference Table Tops",620.61,0.45,-248.25,1128.3818181818181818,868.86,0.22999468265094020398
"South","Office Supplies","Binders","OFF-BI-10001679","GBC Instant Index System for Binding Systems",5.33,0.70,-3.55,17.7666666666666667,8.88,0.50018761726078799343
"South","Furniture","Furnishings","FUR-FU-10004017","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.07,0.20,0.00,322.5875000000000000,258.07,0.20000000000000000000
"South","Technology","Accessories","TEC-AC-10003832","Logitech P710e Mobile Speakerphone",617.98,0.20,-7.72,772.4750000000000000,625.70,0.19000614906631282566
"West","Office Supplies","Paper","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",10.56,0.00,4.75,10.5600000000000000,5.81,0.44981060606060606061
"Central","Office Supplies","Paper","OFF-PA-10003349","Xerox 1957",25.92,0.20,9.40,32.4000000000000000,16.52,0.49012345679012345679
"Central","Furniture","Furnishings","FUR-FU-10000576","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",419.68,0.60,-356.73,1049.2000000000000000,776.41,0.25999809378574151735
"Central","Furniture","Furnishings","FUR-FU-10004351","Staple-based wall hangings",11.69,0.60,-4.68,29.2250000000000000,16.37,0.43986313088109495295
"Central","Technology","Phones","TEC-PH-10000011","PureGear Roll-On Screen Protector",31.98,0.20,11.19,39.9750000000000000,20.79,0.47992495309568480300
"Central","Furniture","Tables","FUR-TA-10002607","KI Conference Tables",177.23,0.50,-120.51,354.4600000000000000,297.74,0.16001805563392202223
"Central","Furniture","Furnishings","FUR-FU-10002505","Eldon 100 Class Desk Accessories",4.04,0.60,-2.83,10.1000000000000000,6.87,0.31980198019801980198
"Central","Office Supplies","Art","OFF-AR-10004685","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,0.20,1.20,9.2625000000000000,6.21,0.32955465587044534413
"Central","Furniture","Chairs","FUR-CH-10004063","Global Deluxe High-Back Manager's Chair",2001.86,0.00,580.54,2001.8600000000000000,1421.32,0.29000029972125922892
"Central","Office Supplies","Storage","OFF-ST-10002276","Safco Steel Mobile File Cart",166.72,0.00,41.68,166.7200000000000000,125.04,0.25000000000000000000
"Central","Office Supplies","Paper","OFF-PA-10004082","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,0.00,23.94,47.8800000000000000,23.94,0.50000000000000000000
"Central","Office Supplies","Appliances","OFF-AP-10002945","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",1503.25,0.00,496.07,1503.2500000000000000,1007.18,0.32999833693663728588
"Central","Office Supplies","Paper","OFF-PA-10000061","Xerox 205",25.92,0.00,12.44,25.9200000000000000,13.48,0.47993827160493827160
"West","Furniture","Chairs","FUR-CH-10002965","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,0.20,28.14,401.9625000000000000,293.43,0.27000653045993096371
"West","Office Supplies","Paper","OFF-PA-10004569","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,0.00,3.58,7.6100000000000000,4.03,0.47043363994743758213
"West","Technology","Accessories","TEC-AC-10003832","Logitech P710e Mobile Speakerphone",3347.37,0.00,636.00,3347.3700000000000000,2711.37,0.18999991037740076538
"East","Office Supplies","Paper","OFF-PA-10002499","Xerox 1890",146.82,0.00,73.41,146.8200000000000000,73.41,0.50000000000000000000
"East","Office Supplies","Storage","OFF-ST-10001228","Fellowes Personal Hanging Folder Files, Navy",80.58,0.00,22.56,80.5800000000000000,58.02,0.27997021593447505585
"East","Office Supplies","Envelopes","OFF-EN-10003296","Tyvek Side-Opening Peel & Seel Expanding Envelopes",361.92,0.00,162.86,361.9200000000000000,199.06,0.44998894783377541998
"Central","Furniture","Furnishings","FUR-FU-10002505","Eldon 100 Class Desk Accessories",12.13,0.60,-8.49,30.3250000000000000,20.62,0.32003297609233305853
"Central","Office Supplies","Storage","OFF-ST-10004804","Belkin 19"" Vented Equipment Shelf, Black",82.37,0.20,-19.56,102.9625000000000000,101.93,0.01002792278742260532
"Central","Office Supplies","Storage","OFF-ST-10001590","Tenex Personal Project File with Scoop Front Design, Black",53.92,0.20,4.04,67.4000000000000000,49.88,0.25994065281899109792
"Central","Technology","Phones","TEC-PH-10001580","Logitech Mobile Speakerphone P710e - speaker phone",647.90,0.20,56.69,809.8750000000000000,591.21,0.26999845655193702732
"East","Technology","Accessories","TEC-AC-10000290","Sabrent 4-Port USB 2.0 Hub",20.37,0.00,6.93,20.3700000000000000,13.44,0.34020618556701030928
"East","Office Supplies","Storage","OFF-ST-10002790","Safco Industrial Shelving",221.55,0.00,6.65,221.5500000000000000,214.90,0.03001579778830963665
"East","Office Supplies","Binders","OFF-BI-10003460","Acco 3-Hole Punch",17.52,0.20,6.13,21.9000000000000000,11.39,0.47990867579908675799
"Central","Office Supplies","Appliances","OFF-AP-10002203","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",1.62,0.80,-4.47,8.1000000000000000,6.09,0.24814814814814814815
"Central","Technology","Machines","TEC-MA-10000822","Lexmark MX611dhe Monochrome Laser Printer",3059.98,0.40,-510.00,5099.9666666666666667,3569.98,0.29999934640095686900
"Central","Technology","Machines","TEC-MA-10003353","Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.96,0.40,-252.00,4199.9333333333333333,2771.96,0.33999904760393022111
"Central","Technology","Phones","TEC-PH-10001433","Cisco Small Business SPA 502G VoIP phone",328.22,0.20,28.72,410.2750000000000000,299.50,0.27000182804216683932
"West","Technology","Accessories","TEC-AC-10004469","Microsoft Sculpt Comfort Mouse",79.90,0.00,35.16,79.9000000000000000,44.74,0.44005006257822277847
"South","Office Supplies","Art","OFF-AR-10003602","Quartet Omega Colored Chalk, 12/Pack",14.02,0.20,4.73,17.5250000000000000,9.29,0.46990014265335235378
"East","Office Supplies","Fasteners","OFF-FA-10003472","Bagged Rubber Bands",7.56,0.00,0.30,7.5600000000000000,7.26,0.03968253968253968254
"East","Office Supplies","Storage","OFF-ST-10004180","Safco Commercial Shelving",37.21,0.20,-7.44,46.5125000000000000,44.65,0.04004299919376511690
"East","Office Supplies","Envelopes","OFF-EN-10004386","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.58,0.20,21.59,71.9750000000000000,35.99,0.49996526571726293852
"West","Office Supplies","Storage","OFF-ST-10003208","Adjustable Depth Letter/Legal Cart",725.84,0.00,210.49,725.8400000000000000,515.35,0.28999504022925162570
"West","Technology","Accessories","TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,0.00,92.37,209.9300000000000000,117.56,0.44000381079407421521
"West","Furniture","Furnishings","FUR-FU-10003274","Regeneration Desk Collection",5.28,0.00,2.32,5.2800000000000000,2.96,0.43939393939393939394
